,artist_name,track_name
1169,bob dylan,i dreamed i saw st. augustine
14355,grand funk railroad,nowhere to run
8854,dennis wilson,all alone
16680,galactic,does it really make a difference (feat. mavis staples)
13736,eric clapton,better make it through today
16264,the dead weather,no horse
20412,between the buried and me,lay your ghosts to rest
18550,brick,right back
175,buddy holly,i'm gonna love you too
2182,peter gabriel,slowburn
8765,the statler brothers,pictures
4891,the microphones,"the glow, pt. 2"
27921,special ed,neva go back
9548,molly hatchet,sweet dixie
5834,green day,21 guns
19914,between the buried and me,selkies: the endless obsession
27109,for king & country,priceless
19116,curtis fuller,vonce #5
20075,the dillinger escape plan,mouth of ghosts
22284,peter tosh,wanted dread and alive
26009,a perfect circle,the hollow
3782,the smashing pumpkins,daydream
5958,mac miller,senior skip day
26659,neon indian,deadbeat summer
7815,merle haggard,walking the floor over you
15209,the jeff healey band,angel
23696,the kinks,tired of waiting for you
7569,bobby bare,homestead on the farm
25266,alice in chains,sea of sorrow
17525,ahmad jamal,easy to love
7746,tammy wynette,it could've been so good
18147,joe pass,night and day
5149,blink-182,feeling this
26529,shinedown,sound of madness
23677,jackson c. frank,you never wanted me
5382,bush,glycerine
20879,nicole henry,moon river
23045,boom boom vibration,dem know
23714,the rolling stones,i am waiting
20020,herbie hancock,the tea leaf prophecy (lay down your arms)
12827,louis prima,if you were the only girl
11183,old 97's,king of all the world
26362,third day,cry out to jesus
20490,hiatus kaiyote,ocelot
20829,tesseract,smile
13537,uriah heep,easy livin'
25348,tesla,edison's medicine
2074,10cc,lazy ways
2543,elvis costello & the attractions,i can't stand up for falling down
24305,boston,it's easy
16098,the parlor mob,tide of tears
3015,billy ocean,loverboy
18409,peggy lee,a doodlin' song
11696,sugarland,what i'd give
6070,rise against,satellite
2445,little river band,cool change
17900,quincy jones,walking in space
27472,boogie down productions,the blueprint
2143,suicide,che
19131,us3,i go to work
422,andy williams,i'm old fashioned
1295,"blood, sweat & tears",somethin' goin' on
17326,sarah vaughan,my reverie
14441,the mad lads,cry baby
24922,talking heads,love for sale
25002,van halen,good enough
8904,don williams,some broken hearts never mend
25366,primus,jerry was a race car driver
18660,yellowjackets,claire's song
8046,love,hummingbirds
9680,dolly parton,once in a very blue moon
2711,oingo boingo,you really got me
17155,oscar peterson,how high the moon
13674,muddy waters,blow wind blow
1618,gene clark,white light
14804,dead moon,on my own
16249,the dead weather,the difference between us
27595,remy ma,get at me
6295,zendaya,replay
23052,easy star all-stars,time (feat. corey harris & ranking joe)
26468,the libertines,don’t look back into the sun
11852,turnpike troubadours,long hot summer day
5623,mims,this is why i'm hot
13138,the animals,bury my body
27604,tony yayo,pimpin'
3785,electronic,get the message
21349,the gladiators,bumping and boring
2794,the cleaners from venus,tukani (monday is grey)
6396,onerepublic,i lived
730,brenda lee,fly me to the moon
1260,the impressions,fool for you
4184,the offspring,bad habit
24343,rainbow,all night long
17856,david axelrod,a dream
25442,pantera,this love
19197,louis armstrong,the song is ended
8024,bob wills,my adobe hacienda
10210,mark chesnutt,blame it on texas
24799,judas priest,some heads are gonna roll
5395,silverstein,my heroine
3629,richard marx,right here waiting
18952,"harry connick, jr.",buried in blue
7477,johnny cash,let me down easy
12160,maddie & tae,downside of growing up
1809,gladys knight & the pips,best thing that ever happened to me
24615,sammy hagar,remember the heroes
13482,jeff beck,situation
15710,keb' mo',imagine
26913,thirty seconds to mars,up in the air
28012,the beatnuts,find us (in the back of the club)
6557,beach house,space song
9363,"hank williams, jr.",give a damn
22373,clinton fearon,stop the hate
11110,steve earle,when i fall
15632,supersuckers,the fight song
16569,the black angels,the executioner
4563,third eye blind,narcolepsy
266,ritchie valens,rockin' all night
24912,zz top,sleeping bag
12440,uncle kracker,hey hey hey
13893,steve miller band,winter time
5053,bow wow,basketball
600,andy williams,tonight
5120,story of the year,and the hero will drown
2355,blondie,(i'm always touched by your) presence dear
4437,backstreet boys,i'll never break your heart
813,the everly brothers,"gone, gone, gone"
4848,rivermaya,214
11989,the avett brothers,february seven
3004,gerry & the pacemakers,how do you do it?
4301,michael jackson,tabloid junkie
27786,terror x crew,take it as you want (parto opos thes)
16914,anthony gomes,come down
565,gene chandler,from day to day
21897,patra,either or either
417,johnny burnette,cincinnati fireball
195,the drifters,drifting away from you
1685,van dyke parks,jack palance
14192,mick fleetwood,not fade away
12772,louis prima,that's my home
1362,boz scaggs,another day (another letter)
18327,"earth, wind & fire",be ever wonderful
4912,blink-182,give me one good reason
2369,blondie,accidents never happen
18112,the new birth,pains of love
26437,eddie vedder,long nights
17908,django reinhardt,tears
16396,beth hart,better man
27134,green day,bang bang
25163,danger danger,don't walk away
15248,galactic,church
20463,hiatus kaiyote,mobius streak
14246,zz top,leila
9135,38 special,stone cold believer
22486,soja,i've got time
12002,big & rich,that's why i pray
26113,tenacious d,kielbasa
27877,bone thugs-n-harmony,i'm not that nigga!
25488,nirvana,scentless apprentice
17813,frank zappa,america drinks
20424,jamie berry,old records
6182,avicii,i could be the one (avicii vs. nicky romero)
23923,funkadelic,maggot brain
21222,johnny clarke,i man come again
23740,grateful dead,cold rain and snow
16970,the spaniels,"goodnite sweetheart, goodnite"
11698,randy rogers band,this is goodbye
6556,drake,energy
20228,between the buried and me,obfuscation
9588,billy bragg,it must be a river
8456,america,children
21625,phyllis dillon,a thing of the past
1305,glen campbell,dreams of the everyday housewife
8816,tammy wynette,he's just an old love turned memory
5368,50 cent,just a lil bit
8447,america,only in your heart
10465,wynonna,no one else on earth
17427,blossom dearie,everything i've got
25996,spandau ballet,only when you leave
4429,702,steelo
16673,cage the elephant,how are you true
3964,the elgins,heaven must have sent you
19936,blockhead,expiration date
1621,the moody blues,our guessing game
4253,shania twain,the woman in me (needs the man in you)
14406,nazareth,local still
20868,yazmin lacey,something my heart trusts
13771,zz top,blue jean blues
10913,lee ann womack,"never again, again"
24414,queen,save me
5132,blink-182,always
4824,3lw,playas gon' play
15185,ella fitzgerald,who walks in when i walk out?
13815,dave van ronk,would you like to swing on a star?
20275,tesseract,lament
2407,the beach boys,good timin'
11101,the gourds,gangsta lean
5943,trampled by turtles,wait so long
25766,ween,i'll be your jonny on the spot
6850,migos,notice me
9412,38 special,back door stranger
7916,ray price,don't you believe her
3094,alison moyet,is this love?
24217,david bowie,sound and vision
20620,flofilz,bassment jazz
12279,canaan smith,like you that way
9646,robert earl keen,the coldest day of winter
26931,bastille,flaws
27343,a great big world,you
14858,elmore james,person to person
23338,alborosie,lie
15054,robert plant,down to the sea
17506,etta jones,something to remember you by
9136,janie fricke,down to my last broken heart
17997,yes,"i've seen all good people: a. your move, b. all good people"
16790,goodbye june,good side
7300,sonny boy williamson ii,all my love in vain
11521,kyle park,somebody’s trying to steal my heart
27656,kool moe dee,how ya like me now (re-recorded / remastered)
1901,leonard cohen,lover lover lover
23342,jo mersa marley,point of view
13160,the yardbirds,hot house of omagararshid
1386,the byrds,lay lady lay
18004,gentle giant,wreck
27765,killah priest,do the damn thing
16590,ella fitzgerald,sunshine of your love
22221,lucky dube,money
6508,adam lambert,ghost town
27057,silversun pickups,circadian rhythm (last dance)
24478,van halen,push comes to shove
3322,hüsker dü,could you be the one?
18342,azymuth,"tamborim, cuíca, ganzá, berimbau"
5824,drake,forever
21141,aswad,can't stand the pressure
8426,leon russell,the ballad of mad dogs and englishmen
25772,insane clown posse,down with the clown
5065,sum 41,over my head (better off dead)
11460,ryan adams & the cardinals,dance all night
5218,of montreal,lysergic bliss
9375,earl thomas conley,love don't care (whose heart it breaks)
14559,santana,breaking out
14154,robin trower,end game
22578,mavado,squeeze breast
16826,the stooges,till the end of the night
4688,mariah carey,against all odds (take a look at me now)
11794,the avett brothers,the perfect space
4521,shania twain,"honey, i'm home"
17061,cage the elephant,skin and bones
1320,the mamas & the papas,mansions
24935,tesla,cumin' atcha live
4864,kylie minogue,in your eyes
1385,boz scaggs,i'll be long gone
20675,the dear hunter,the most cursed of hands / who am i
10512,shawn camp,confessin' my love
18579,roberta flack,in the name of love
13153,otis redding,keep your arms around me
8942,the marshall tucker band,love is a mystery
12509,odetta,santy anno
16227,grace potter & the nocturnals,white rabbit
17282,anita o'day,fine and dandy
23996,daryl hall & john oates,abandoned luncheonette
24994,cinderella,night songs
24191,the clash,remote control
25576,tom petty,house in the woods
14013,the fall,psycho mafia
20600,villain park,brain cells
18764,the j.b.'s,givin' up food for funk
21829,ziggy marley & the melody makers,brothers and sisters
17567,julie london,why don't you do right
12295,chris janson,redneck life
24013,pink floyd,the great gig in the sky
27194,imagine dragons,not today
13052,the impressions,september song
5207,ja rule,wonderful
8662,joe walsh,falling down
10587,david ball,honky tonk healin'
19878,chris botti,my one and only love
27282,missio,bottom of the deep blue sea
18623,dave brubeck,stardust
2463,wings,getting closer
2611,simple minds,love song
2478,off broadway,stay in time
24422,bruce springsteen,i'm a rocker
8400,george jones,still doin' time
25693,marilyn manson,little horn
14756,dead moon,out on a wire
5503,damien rice,9 crimes
25270,pantera,cemetery gates
10845,dolly parton,medley:
6249,kid ink,money and the power
11277,daryle singletary,kay
6821,nav,some way
14167,alice cooper,prettiest cop on the block
16638,the dead weather,lose the right
25298,danzig,long way back from hell
13057,dave van ronk,sister kate
26732,chris tomlin,indescribable
14031,wire,our swimmer
825,jay & the americans,let's lock the door (and throw away the key)
25364,metallica,nothing else matters
14859,robert johnson,when you got a good friend
911,the byrds,all i really want to do
384,neil sedaka,breaking up is hard to do
10183,kenny rogers,if i were a painting
4809,matchbox twenty,bent
24501,styx,a.d. 1928
26603,the temper trap,sweet disposition
8979,linda ronstadt,"ooh baby, baby"
1959,perry como,hot diggity (dog ziggity boom)
12511,ella fitzgerald,what is there to say?
27958,eric b. & rakim,don't sweat the technique
4405,céline dion,falling into you
23915,paul mccartney,ram on
1945,the partridge family,summer days
8405,judee sill,the lamb ran away with the crown
18553,willie colón,cucurucucú paloma
3655,tom petty,feel a whole lot better
17555,dean martin,the story of life (all this is mine)
21774,wayne wonder,all this time
12647,ray charles,drown in my own tears
16187,the derek trucks band,days is almost gone
26250,eagles,hole in the world
20657,bonobo,break apart
8169,willie nelson,good times
24350,motörhead,orgasmatron
17773,louis armstrong,i like this kind of party
22411,matisyahu,refuge
25811,metallica,breadfan
26152,system of a down,pictures
3882,r.e.m.,near wild heaven
10673,lorrie morgan,i just want you
13982,robin trower,fool
4211,beck,loser
7397,conway twitty,reelin' and rockin'
5166,céline dion,i drove all night
24907,mötley crüe,tonight (we need a lover)
12254,jason aldean,comin' in hot
22122,aswad,invisible sun
15275,widespread panic,aunt avis
26663,bring me the horizon,alligator blood
20992,the hippy boys,shang i
11366,aaron watson,off the record
9874,little river band,forever blue
13269,jimi hendrix,remember
26958,hellyeah,hush
9446,"hank williams, jr.",if you wanna get to heaven
14793,the five keys,close your eyes
12790,ronnie hawkins,my gal is red hot
15220,the diamonds,why do fools fall in love
15091,the fleetwoods,they tell me it's summer
201,mantovani,"god rest ye merry, gentlemen"
21569,black uhuru,pain
27586,twista,midwest invasion
25610,prong,"snap your fingers, snap your neck"
24852,ac/dc,fly on the wall
12626,ella fitzgerald,squatty roo
11851,blake shelton,hillbilly bone (feat. trace adkins)
23853,chicago,make me smile
24296,billy joel,big shot
7687,bobby bare,lonely town
11497,trace adkins,honky tonk badonkadonk
16815,fantastic negrito,about a bird
26718,jacuzzi boys,glazin'
3373,sinéad o'connor,mandinka
3182,the outfield,61 seconds
2273,dr. hook,clyde
24442,ac/dc,givin the dog a bone
4970,good charlotte,the young & the hopeless
17005,joe bonamassa,the ghost of macon jones
3439,cocteau twins,the itchy glowbo blow
37,t. m. soundararajan,ethanai periya
21857,beres hammond,giving thanks
4576,unkle,lonely soul
23651,donovan,to susan on the west coast waiting
24844,ratt,back for more
15994,geeshie wiley,last kind words blues
12265,shotgun rider,it won't matter anyway
2674,new order,icb
14974,billie holiday,a fine romance
23215,nahko and medicine for the people,san quentin
8006,gordon lightfoot,if you got it
9240,merle haggard,(i don't have) anymore love songs
23329,ocean alley,flowers and booze
2621,brian eno,the jezebel spirit
3551,galaxie 500,another day
20820,melodiesinfonie,tokyo
27474,einstein,the tables are turnin'
20787,bluntone,loved ones
11799,miranda lambert,me and your cigarettes
12938,mose allison,stand by
27054,summer salt,rockaway
22916,konshens,on your face
18697,george benson,out of the blue
13383,iron butterfly,soul experience
19202,billy eckstine,my foolish heart
16244,the black keys,she's long gone
8723,bachman-turner overdrive,she's keepin time
6354,lindsey stirling,shatter me featuring lzzy hale
22237,ky-mani marley,warriors
9890,k.t. oslin,lonely but only for you
20399,parov stelar,jimmy's gang
19883,"earth, wind & fire",to you (feat. brian mcknight)
10676,travis tritt,foolish pride
27207,the score,never going back
15623,jonny lang,hide your love
4041,björk,crying
15612,bonnie raitt,one belief away
21826,third world,reggae radio station
24325,supertramp,gone hollywood
4030,the cranberries,waltzing back
858,sam cooke,if i had a hammer (the hammer song)
19281,dinah shore,laughing on the outside (crying on the inside)
16089,susan tedeschi,can't sleep at night
6536,justin bieber,no pressure
24212,ramones,surfin' bird
9871,dan seals,three time loser
3315,"10,000 maniacs",cherry tree
18730,paul hardcastle,just for money
25472,alice in chains,hate to feel
10412,trisha yearwood,you say you will
11339,randy travis,softly and tenderly
27663,special ed,i got it made (re-recorded/remasterd)
2512,kansas,relentless
1262,glen campbell,(sittin' on) the dock of the bay
16343,ty segall,goodbye bread
16639,debbie davies,life of the party
14982,blind boy fuller,i crave my pig meat
24893,dire straits,so far away
24087,queen,you're my best friend
13120,sonny boy williamson ii,checkin' up on my baby
21532,sly & robbie,roxanne
5315,fall out boy,"champagne for my real friends, real pain for my sham friends"
20514,dean martin,a million and one
19731,oi va voi,yesterday's mistakes
21304,black uhuru,guess who's coming to dinner
13520,deep purple,highway star
24506,iron maiden,drifter
10529,faith hill,life's too short to love like that
252,lavern baker,"touch me, lord jesus"
5028,floetry,say yes
6039,the civil wars,barton hollow
2806,duran duran,my own way
27683,"royce da 5'9""",street hop 2010
14160,the allman brothers band,two rights
20977,joya landis,moonlight lover
18568,george benson,love all the hurt away
23057,soja,shadow
11646,clay walker,you're my witness
21370,gregory isaacs,night nurse
13041,nina simone,the black swan
2932,masaki matsubara,silly crush
196,the drifters,moonlight bay
19632,special efx,two hearts
22522,chadwick stokes,camilo
18141,eddie kendricks,shoeshine boy
9579,john hartford,lorena
6896,khalid,vertigo
16404,ted nugent,tooth fang & claw
16250,j. roddy walston & the business,brave man's death
22144,ziggy marley & the melody makers,all day all night
13606,t. rex,broken hearted blues
10557,mark chesnutt,"woman, sensuous woman"
18081,gentle giant,experience
22619,shaggy,what's love (feat. akon)
15995,hasil adkins,get outta my car
6893,girl in red,summer depression
6156,of monsters and men,little talks
1536,the youngbloods,that's how strong my love is
15180,morphine,radar
4558,five for fighting,100 years
12870,etta james,trust in me
21602,ini kamoze,shocking out
8189,merle haggard,the legend of bonnie and clyde
10256,chris ledoux,(ghost) riders in the sky
25132,helloween,i want out
27051,grizfolk,waiting for you
11708,bleu edmondson,$50 dollars and a flask of crown
21413,john holt,can't use me
16455,deap vally,walk of shame
27049,moon taxi,all day all night
20328,vektor,tetrastructural minds
25445,tool,opiate
26273,kings of leon,four kicks
11999,krizz kaliko,way out
2063,flamin' groovies,sometimes
13521,j.j. cale,soulin
11864,easton corbin,i can't love you back
13292,iron butterfly,possession
9571,nitty gritty dirt band,baby's got a hold on me
18115,chuck mangione,journey to a rainbow
3284,the skyliners,since i don't have you
18077,gentle giant,a reunion
18361,quincy jones,takin it to the streets
7915,ray price,take these chains from my heart
22924,dirty heads,we will rise
26841,alt-j,matilda
11144,johnny cash,i see a darkness
23107,christafari,"10,000 reasons (bless the lord) [feat. avion blackman]"
4228,built to spill,distopian dream girl
27813,afu-ra,hip hop kid
28258,nappy roots,my ride
3908,kapena,reggae train
24205,fleetwood mac,you make loving fun
19320,count basic,joy and pain
3018,the cars,jacki
13569,roy buchanan,sweet dreams
18823,erroll garner,penthouse serenade
13133,the impressions,falling in love with you
7739,chet atkins,sukiyaki
7824,willie nelson,night life
21093,jimmy cliff,let's seize the time
19638,michael brecker,the nearness of you
24672,ac/dc,flick of the switch
28334,delinquent habits,tres delinquentes
9910,robbie robertson,sonny got caught in the moonlight
25648,queen,too much love will kill you
22481,dennis brown,get myself together
25093,the beatles,long tall sally
21032,dennis brown,going to a ball
4736,new found glory,hit or miss
9186,poco,under the gun
20705,meshuggah,born in dissonance
16199,jj grey & mofro,everything good is bad
9835,ricky van shelton,after the lights go out
19618,george shearing,guilty
10706,john michael montgomery,heaven sent me you
25945,red hot chili peppers,parallel universe
7769,connie smith,i thought of you
25062,foreigner,i don't want to live without you
15746,the black keys,act nice and gentle
20370,kenny g,joy to the world
13542,ry cooder,crow black chicken
3308,eddie money,endless nights
5616,kalimba,no puedo dejarte de amar (with jesús navarro)
22845,demarco,she cant wait
20559,thievery corporation,firelight (feat. lou lou ghelichkhani)
24997,the damned,alone again or
19570,groove armada,chicago
91,the clovers,love love love
16601,ty segall,the singer
24471,the alan parsons project,time
6038,bon iver,"minnesota, wi"
13770,al green,i wish you were here
3329,perry como,feelings
13581,allen toussaint,goin' down
8513,graham nash,you'll never be the same
20092,meshuggah,electric red
14598,bad company,if i'm sleeping
18030,ohio players,paint me
627,del shannon,cry myself to sleep
5172,brother ali,forest whitiker
5820,phantogram,when i'm small
8353,johnny paycheck,song and dance man
19292,st germain,forget it
2205,elvis costello,watching the detectives
18742,george benson,you are the love of my life
11901,thieving birds,"hey, leigh"
24010,jim croce,a good time man like me ain't got no business [singin' the blues]
26989,inner wave,1 4 2
18039,"earth, wind & fire",mom
9399,ricky skaggs,don't let your sweet love die
22045,alpha blondy,cocody rock
5604,maroon 5,won't go home without you
25659,white zombie,super charger heaven
21044,the ethiopians,i'm gonna be free
7014,mabel,mad love
2967,eddie money,hard life
25260,the whispers,is it good to you
8623,david allan coe,would you be my lady
22450,steel pulse,wild goose chase
23780,donovan,peregrine
14503,b.b. king,my guitar sings the blues
21350,ub40,folitician
1501,john cale,gideon's bible
5789,noah and the whale,blue skies
24919,stryper,calling on you
6857,alec benjamin,if i killed someone for you
17941,grant green,down here on the ground
10600,david ball,blowin' smoke
4327,michael jackson,you are not alone
9973,barbara mandrell,i wish that i could fall in love today
6655,twenty88,push it
8442,waylon jennings,(sittin' on) the dock of the bay
12066,donna taggart,jealous of the angels
16382,galactic,karate
15967,joe cocker,what becomes of the broken-hearted
9861,38 special,just a little love
16450,lincoln durham,reckoning lament
3486,screeching weasel,hey suburbia
18476,tito rodriguez,cuando cuando
24047,ringo starr,only you (and you alone)
19885,meshuggah,dehumanization
9260,mel mcdaniel,cold hard facts of love
7194,don gibson,known only to him
16500,jj grey & mofro,write a letter
4779,the offspring,million miles away
23285,soja,more
612,andy williams,the impossible dream (the quest)
510,johnny burnette,dream lover
17552,dexter gordon,you've changed
15125,the outlaws,dregs fall to the wicked
18903,jungle brothers,j. beez comin' through
7122,jean shepard,shadows on the wall
25373,michael bolton,when a man loves a woman
21186,peter tosh,apartheid
2802,kenny loggins,heartlight
11944,easton corbin,that's gonna leave a memory
27047,hunny,july
23379,elephant man,opera wine
12449,george strait,two more wishes
12011,brett eldredge,waited too long
9241,alabama,love in the first degree
26889,king krule,out getting ribs
22219,lucky dube,teach the world
4218,mary j. blige,my life
13762,ufo,too much of nothing
27493,lighter shade of brown,hip hop locos
9015,kenny rogers,tennessee bottle
14805,joe liggins,the honeydripper
7759,sonny boy williamson ii,bye bye bird
19331,lamb,lusty
16214,the black angels,true believers
13481,t. rex,diamond meadows
1828,the modern lovers,96 tears
8168,willie nelson,who put all my ex's in texas
13204,nina simone,if i should lose you
26809,two door cinema club,handshake
14264,alice cooper,i'm alive (that was the day my dead pet returned to save my life)
238,johnny mathis,stairway to the sea (scalinatella)
3161,bill haley & his comets,(we're gonna) rock around the clock
6790,katy perry,swish swish
22055,sublime,s.t.p.
15456,r.l. burnside,wish i was in heaven sitting down
24927,slayer,necrophobic
14349,alice cooper,former lee warmer
17996,eugene mcdaniels,the parasite (for buffy)
12504,ella fitzgerald,between the devil and the deep blue sea
16178,cage the elephant,judas
19882,fat freddy's drop,dark days
17516,nat king cole,when you walked by
17634,jack jones,toys in the attic
2666,elkie brooks,fool if you think it's over
945,bob dylan,she belongs to me
17702,aretha franklin,you'll lose a good thing
2820,joe jackson,breaking us in two
804,lesley gore,it's gotta be you
23186,unified highway,distraction (feat. garrett douglas)
10622,the mavericks,ain't found nobody
24643,misfits,all hell breaks loose
18551,al jarreau,teach me tonight
18194,herbie hancock,sun touch
1749,the j. geils band,make up your mind
27351,fleet foxes,mykonos
2032,emmylou harris,together again
259,johnny mathis,i'll be easy to find
12071,blake shelton,100 miles
23355,stick figure,world on fire (with slightly stoopid)
8010,hank snow,blue for old hawaii
17277,june christy,this time the dreams on me
9256,america,survival
8589,richard thompson,we sing hallelujah
6100,lana del rey,million dollar man
6808,billie eilish,copycat
2980,donna summer,i do believe (i fell in love)
19448,rae & christian,spellbound
27894,smif-n-wessun,stand strong
21068,bob marley & the wailers,"get up, stand up"
13288,john mayall & the bluesbreakers,the stumble
13676,deep purple,the gypsy
16576,fantastic negrito,nobody makes money
15692,kenny wayne shepherd,alive
10467,mark chesnutt,it's not over (if i'm not over you)
110,eddie cochran,one kiss
17140,doris day,april in paris
8393,george jones,the ceremony
8544,judee sill,soldier of the heart
28180,loon,this aint funny
18485,minnie riperton,you take my breath away
25568,soundgarden,limo wreck
9795,gregg allman,evidence of love
1533,gene clark,with tomorrow
15856,john fogerty,lookin' out my back door
24752,genesis,mama
1932,electric light orchestra,eldorado finale
4325,xscape,who can i run to
19524,ulver,lost in moments
15955,black lips,it feels alright
3713,the righteous brothers,(you're my) soul and inspiration
7070,lester flatt,wait for the sunshine
9763,dan seals,headin' west
17174,oscar peterson,i was doing all right
21147,linval thompson,jah jah is the conqueror
8378,willie nelson,medley
10311,george strait,is it already time
26402,kasabian,shoot the runner
25662,radiohead,sulk
9417,earl thomas conley,i have loved you girl (but not like this before)
10662,confederate railroad,summer in dixie
22808,mavado,messiah
11687,eli young band,home
27553,miri ben-ari,miss melody
20443,parov stelar trio,doctor foo
9440,willie nelson,in the jailhouse now
11679,josh turner,south carolina low country
24830,ratt,lack of communication
19862,joe bataan,call my name
26787,imagine dragons,my fault
16502,bombino,amidinine
23478,gene vincent & his blue caps,i sure miss you
26310,muse,butterflies and hurricanes
21564,wailing souls,baby come rock
22626,xavier rudd,guku
19554,guru's jazzmatazz,keep your worries
15685,phish,nothing
1998,frankie valli,in my eyes
18334,cortex,devil's dance
3271,madonna,open your heart
3162,orchestral manoeuvres in the dark,so in love
6729,young thug,digits
21291,ranking joe,spread propaganga
27871,bone thugs-n-harmony,cause i'm bone bone
6890,5 seconds of summer,ghost of you
15118,gary moore,with love (remember)
4296,shania twain,home ain't where his heart is (anymore)
24916,misfits,ghouls night out
19007,"harry connick, jr.",a blessing and a curse
19080,eddie calvert,cherry pink and apple blossom white
11410,sugarland,fly away
6881,lauv,enemies
5596,kanye west,good life
22112,wayne wonder,still say yes
8232,willie nelson,i walk alone
4522,the notorious b.i.g.,ten crack commandments
13462,freddie king,living on the highway
22182,the gladiators,on the other side
3036,new edition,delicious
5338,common,go!
12143,luke bryan,like we ain't ever
2976,the fixx,the sign of fire
12175,kacey musgraves,high time
4131,311,homebrew
1073,the moody blues,lunch break: peak hour
12199,old dominion,shut me up
1130,procol harum,conquistador
5877,lcd soundsystem,i can change
3325,the replacements,never mind
1174,gladys knight & the pips,take me in your arms and love me
20819,gabriel garzón-montano,golden wings (instrumental)
26710,red,not alone
26015,limp bizkit,my way
20428,polkadot cadaver,last call in jonestown
11477,alabama,keepin' up
26508,blood red shoes,it's getting boring by the sea
16769,dorothy,raise hell
6691,daya,hide away
13318,deep purple,love help me
25664,michael w. smith,you are holy (prince of peace)
20028,jay soto,holding on
3294,tina turner,typical male
2690,pretenders,i go to sleep
15276,j.j. cale,change your mind
26069,staind,suffer
7743,tammy wynette,talkin' to myself again
938,bob dylan,on the road again
17543,mel tormé,too close for comfort
21028,the ethiopians,things a get bad to worse
24948,misfits,earth a.d.
7373,conway twitty,my adobe hacienda
26076,eels,fresh feeling
12266,chase rice,whisper
11554,mike bowling,call me gone
19518,joe sample,fever
14830,john mayall & the bluesbreakers,they call it stormy monday
20371,alice francis,shoot him down
5109,girls aloud,jump
14946,albert collins,iceman
525,chubby checker,the stroll
7102,johnny cash,tennessee flat top box
3128,tears for fears,everybody wants to rule the world
21718,prince far i,suru-lere
22196,michael franti & spearhead,listener supported
2465,siouxsie and the banshees,love in a void
22732,tribal seeds,"144,000"
18447,michael henderson,riding
22680,ballyhoo!,saw her standing
11968,blake shelton,home (feat. michael bublé)
12387,brett young,chapters
26530,the killers,human
17939,bob james,fugitive life
20079,ugly duckling,einstein do it
24736,quiet riot,metal health (bang your head)
3933,ice cube,gangsta's fairytale 2
23697,the kinks,till the end of the day
4035,the cranberries,liar
15919,the black keys,the flame
8846,johnny cash,after the ball
4066,the fleetwoods,outside my window
14277,ted nugent,can't stop me now
18829,wynton marsalis,the song is you
22401,pepper,use me
7870,billy walker,cattle call
19939,cyne,maintain
13031,chuck berry,trick or treat
3701,pet shop boys,so hard
11774,stoney larue,empty glass
1657,todd rundgren,breathless
5455,rise against,the good left undone
4850,gorillaz,re-hash
21210,the abyssinians,jah loves
4845,basement jaxx,where's your head at
10664,john michael montgomery,dream on texas ladies
21698,macka b,peace cup
7703,stonewall jackson,there's a limit
11690,gordon mote,mercy walked in
23152,sublime with rome,sirens (feat. dirty heads)
12599,ella fitzgerald,here in my arms
24200,ramones,"here today, gone tomorrow"
2072,orleans,the bum
2539,yoko ono,beautiful boys
5543,angels & airwaves,sirens
12323,dirt rock empire,dirt road dollars
27699,83,83
5363,weezer,beverly hills
13042,the dovells,the jitterbug
4849,the shins,the past and pending
1703,seals and crofts,i'll play for you
8472,nitty gritty dirt band,keep on the sunny side
5073,three days grace,home
12813,ray charles,don't let the sun catch you cryin'
5916,sara bareilles,send me the moon
1613,andy williams,we've only just begun
9145,willie nelson,the pilgrim: chapter 33
8786,marty robbins,tomorrow you'll be gone
18258,george benson,this masquerade
21090,wailing souls,pack up
14506,chick webb,stompin' at the savoy
27007,the growlers,black memories
3894,no doubt,move on
11874,reckless kelly,good luck & true love
25237,slayer,spirit in black
22185,morgan heritage,down by the river
18824,nat king cole,serenata
11089,gary allan,learning to live with me
19984,radio citizen,everything (feat. bajka)
2021,eric carmen,never gonna fall in love again
3351,carly simon,as time goes by
26487,bullet for my valentine,scream aim fire
21071,the wailers,hallelujah time
16907,the wood brothers,this is it
5160,ludacris,splash waterfalls
6611,selena gomez,kill em with kindness
21249,capital letters,president amin
9464,ronnie milsap,don't your mem'ry ever sleep at night
970,paul simon,april come she will
24725,the police,king of pain
2575,pretenders,up the neck
27860,junior m.a.f.i.a.,players anthem
18958,chet baker,deep in a dream
6004,avril lavigne,wish you were here
17004,deap vally,bring it on
22711,can't hang,just for you
26911,trapt,bring it
26831,jake bugg,broken
21595,ziggy marley & the melody makers,what's true
22755,gyptian,is there a place
8213,merle haggard,sing me back home
19611,kankick,the finer things
6559,shawn mendes,never be alone
12918,aretha franklin,sweet lover
6746,khalid,keep me
2314,grace jones,pride
21231,culture,behold
227,neil sedaka,no vacancy
22731,311,two drops in the ocean
9903,nitty gritty dirt band,dancing to the beat of a broken heart
4390,foxy brown,ill na na
1280,dusty springfield,take another little piece of my heart
24820,steve perry,foolish heart
11604,alan jackson,i want to stroll over heaven with you
27979,evil ebenezer,get mine
20755,steve kuhn,the meaning of love
25087,pink floyd,the dogs of war
19565,steve cole,from the start
20240,desmond cheese,gilbert's grove
2061,joan baez,amazing grace
4036,snoop dogg,gin and juice (feat. dat nigga daz)
